entropy,has_ip,numDigits,urlLength,numParameters,numFragments,isEncoded,numEncodedChar,numberOfPeriods,urlHasPortInString,num_%20,num_@,numSubDomains,hasHttp,hasHttps,urlAge,urlIntendedLifeSpan,urlLifeRemaining,urlIsLive,daysSinceExpiration,bodyLength,numTitles,numImages,numLinks,scriptLength,specialChars,sscr,sbr,bscr,numberOfWhitespace,numberOfIncludedElements,numberOfDoubleDocuments,numberOfIframes,File
-4.810013508,0,17,113,0,0,FALSE,0,2,FALSE,0,0,3,FALSE,TRUE,0,0,0,TRUE,0,27,1,0,0,0,4,0,0,0.148148148,0,0,0,0,tt-data/phish_links
-3.787143961,0,0,19,0,0,FALSE,0,1,FALSE,0,0,0,TRUE,FALSE,117,365,247,TRUE,247,155,0,0,0,2,23,0.086956522,0.012903226,0.148387097,498,2,0,0,tt-data/phish_links
-4.138503348,0,1,39,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,8265,8400,134,TRUE,134,57200,4,0,7,7028,14370,0.489074461,0.122867133,0.251223776,1966,3,0,0,tt-data/phish_links
-4.116264616,0,2,29,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,8033,8400,367,FALSE,367,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.101881223,0,0,34,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,8032,8400,368,FALSE,368,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.909774414,0,17,64,1,0,FALSE,0,2,FALSE,0,0,2,TRUE,FALSE,313,365,51,TRUE,51,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-5.024649701,0,0,78,1,0,FALSE,0,2,FALSE,0,0,1,TRUE,FALSE,1789,1826,36,TRUE,36,186,1,0,0,0,31,0,0,0.166666667,0,0,0,0,tt-data/phish_links
-4.90311475,0,27,117,1,0,FALSE,0,4,FALSE,0,0,1,FALSE,TRUE,1402,1461,58,FALSE,58,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.405855663,0,10,41,0,0,FALSE,0,3,FALSE,0,0,2,TRUE,FALSE,5448,5478,29,TRUE,29,749,2,14,4,6,159,0.037735849,0.008010681,0.212283044,429,7,0,0,tt-data/phish_links
-4.373796297,0,6,34,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,3742,4017,274,TRUE,274,741,2,0,1,0,212,0,0,0.286099865,0,0,0,0,tt-data/phish_links
-4.296968018,0,4,41,0,0,FALSE,0,2,FALSE,0,0,1,TRUE,FALSE,8265,8400,134,TRUE,134,107169,5,2,21,14597,27333,0.534043098,0.136205433,0.255045769,6157,4,0,0,tt-data/phish_links
-4.311037868,0,3,44,0,0,FALSE,0,3,FALSE,0,0,1,FALSE,TRUE,2824,0,0,TRUE,0,1890,1,0,1,1353,491,2.755600815,0.715873016,0.25978836,632,0,0,0,tt-data/phish_links
-4.003928032,0,3,32,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,3407,3652,244,TRUE,244,124,1,1,0,0,27,0,0,0.217741935,0,0,0,0,tt-data/phish_links
-4.135339755,0,0,43,0,0,FALSE,0,3,FALSE,0,0,2,FALSE,TRUE,6458,6573,114,TRUE,114,183,1,0,0,0,34,0,0,0.18579235,0,0,0,0,tt-data/phish_links
-4.306198333,0,3,40,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,2824,0,0,TRUE,0,0,0,0,0,110,0,0,0,0,18,0,-3,0,tt-data/phish_links
-5.097274414,0,16,64,1,0,FALSE,0,2,FALSE,0,0,2,TRUE,FALSE,313,365,51,TRUE,51,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-3.784527696,0,0,36,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,8265,8400,134,TRUE,134,10955,5,1,7,2637,3434,0.767909144,0.240712004,0.313464172,1838,1,0,0,tt-data/phish_links
-4.493688187,0,7,59,0,0,FALSE,0,2,FALSE,0,0,2,FALSE,TRUE,777,1461,683,FALSE,683,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-3.572469459,0,0,17,0,0,FALSE,0,1,FALSE,0,0,0,TRUE,FALSE,229,365,135,FALSE,135,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.193942708,0,0,40,0,0,FALSE,0,2,FALSE,0,0,3,FALSE,TRUE,4180,4383,202,TRUE,202,147,1,0,0,0,33,0,0,0.224489796,0,0,0,0,tt-data/phish_links
-4.348656504,0,6,34,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,3742,4017,274,TRUE,274,741,2,0,1,0,212,0,0,0.286099865,0,0,0,0,tt-data/phish_links
-5.22522465,0,2,137,0,0,FALSE,0,3,FALSE,0,0,1,FALSE,TRUE,3384,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-3.976449973,0,0,34,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,3806,4017,210,TRUE,210,144,0,0,1,57,27,2.111111111,0.395833333,0.1875,122,0,0,0,tt-data/phish_links
-4.25869497,0,4,40,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,3806,4017,210,TRUE,210,1417,3,1,2,0,421,0,0,0.297106563,0,0,0,0,tt-data/phish_links
-4.123734053,0,0,48,0,0,FALSE,0,2,FALSE,0,0,4,FALSE,TRUE,6170,6209,38,TRUE,38,6080,0,2,11,5152,1486,3.467025572,0.847368421,0.244407895,648,4,0,1,tt-data/phish_links
-4.012188404,0,1,28,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,8098,8400,301,FALSE,301,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-5.2045265,0,5,84,0,0,FALSE,0,1,FALSE,0,0,1,FALSE,TRUE,54,365,310,TRUE,310,33,1,0,0,0,6,0,0,0.181818182,0,0,0,0,tt-data/phish_links
-3.86346519,0,3,25,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,2824,0,0,TRUE,0,1417,3,1,2,0,421,0,0,0.297106563,0,0,0,0,tt-data/phish_links
-4.47202422,0,0,64,0,0,FALSE,0,1,FALSE,0,0,5,FALSE,TRUE,0,0,0,TRUE,0,164,1,0,0,0,28,0,0,0.170731707,0,0,0,0,tt-data/phish_links
-4.014146761,0,0,27,0,0,FALSE,0,2,FALSE,0,0,0,TRUE,FALSE,1988,2190,202,TRUE,202,1514,0,0,0,1452,530,2.739622642,0.959048877,0.35006605,59,2,0,0,tt-data/phish_links
-3.949204974,0,0,37,0,0,FALSE,0,2,FALSE,0,0,1,TRUE,FALSE,2824,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,tt-data/phish_links
-4.7074425,0,11,71,0,1,FALSE,0,2,FALSE,0,0,4,TRUE,FALSE,6829,7305,475,TRUE,475,0,0,0,0,0,0,0,0,0,3,1,-1,0,tt-data/phish_links
-3.750464707,0,2,27,0,0,FALSE,0,1,FALSE,0,0,1,FALSE,TRUE,2566,2922,355,TRUE,355,330,0,0,0,338,94,3.595744681,1.024242424,0.284848485,47,8,-1,0,tt-data/phish_links
-3.879893824,0,0,29,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,107,365,257,FALSE,257,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.24432053,0,1,45,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,3806,4017,210,TRUE,210,1417,3,1,2,0,421,0,0,0.297106563,0,0,0,0,tt-data/phish_links
-3.68418372,0,0,20,0,0,FALSE,0,1,FALSE,0,0,1,FALSE,TRUE,39,365,325,TRUE,325,380,0,0,0,369,30,12.3,0.971052632,0.078947368,15,0,0,0,tt-data/phish_links
-4.375967575,0,0,59,0,0,FALSE,0,4,FALSE,0,0,3,FALSE,TRUE,373,731,357,TRUE,357,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.925093945,0,16,64,1,0,FALSE,0,2,FALSE,0,0,2,TRUE,FALSE,313,365,51,TRUE,51,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.307292623,0,2,68,0,0,FALSE,0,3,FALSE,0,0,1,FALSE,TRUE,3599,3651,52,TRUE,52,926,1,0,1,82,280,0.292857143,0.088552916,0.30237581,0,0,0,0,tt-data/phish_links
-4.155651552,0,0,31,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.870154939,0,15,70,1,0,FALSE,0,2,FALSE,0,0,2,TRUE,FALSE,3384,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.507976439,0,19,50,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,3806,4017,210,TRUE,210,0,0,0,0,0,0,0,0,0,29,0,-1,0,tt-data/phish_links
-3.58418372,0,2,20,0,0,FALSE,0,1,FALSE,0,0,1,FALSE,TRUE,7202,0,0,TRUE,0,4281,0,2,1,1464,777,1.884169884,0.341976174,0.18149965,0,0,0,0,tt-data/phish_links
-4.292770194,0,6,34,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,3742,4017,274,TRUE,274,24330,0,0,0,23022,6489,3.547850208,0.946239211,0.266707768,2404,7,0,0,tt-data/phish_links
-3.998734053,0,0,48,0,0,FALSE,0,1,FALSE,0,0,4,FALSE,TRUE,3331,3652,320,FALSE,320,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.373796297,0,6,34,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,3742,4017,274,TRUE,274,741,2,0,1,0,212,0,0,0.286099865,0,0,0,0,tt-data/phish_links
-3.810081021,0,0,27,0,0,FALSE,0,1,FALSE,0,0,0,TRUE,FALSE,3251,3564,312,FALSE,312,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-3.8433207,0,0,61,0,0,FALSE,0,6,FALSE,0,0,1,TRUE,FALSE,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,tt-data/phish_links
-4.346225869,0,4,38,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,3806,4017,210,TRUE,210,760,1,0,0,760,255,2.980392157,1,0.335526316,62,0,-1,0,tt-data/phish_links
-3.869331261,0,1,28,0,0,FALSE,0,3,FALSE,0,0,1,TRUE,FALSE,8,366,357,FALSE,357,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-3.882045108,0,0,23,0,0,FALSE,0,1,FALSE,0,0,1,FALSE,TRUE,36,365,328,FALSE,328,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-5.548595482,0,48,282,3,0,FALSE,0,3,FALSE,0,0,6,FALSE,TRUE,8987,9130,142,TRUE,142,0,0,0,0,0,0,0,0,0,0,0,-3,0,tt-data/phish_links
-4.153062298,0,5,41,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,2824,0,0,TRUE,0,1417,3,1,2,0,421,0,0,0.297106563,0,0,0,0,tt-data/phish_links
-3.840402547,0,0,29,0,0,FALSE,0,2,FALSE,0,0,2,FALSE,TRUE,0,0,0,TRUE,0,183,1,0,0,0,34,0,0,0.18579235,0,0,0,0,tt-data/phish_links
-5.33113402,0,29,167,0,0,FALSE,0,9,FALSE,0,0,5,FALSE,TRUE,3966,4017,50,TRUE,50,587,1,0,1,521,140,3.721428571,0.887563884,0.238500852,0,6,0,0,tt-data/phish_links
-3.696320977,0,0,39,0,0,FALSE,0,1,FALSE,0,0,1,FALSE,TRUE,47,365,317,FALSE,317,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.197325709,0,1,34,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,3806,4017,210,TRUE,210,1417,3,1,2,0,421,0,0,0.297106563,0,0,0,0,tt-data/phish_links
-3.920958593,0,0,32,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.387626824,0,6,53,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,3806,4017,210,TRUE,210,71,0,0,0,0,15,0,0,0.211267606,62,1,0,0,tt-data/phish_links
-4.02559186,0,0,35,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,2964,0,0,TRUE,0,4844,2,1,5,0,1506,0,0,0.310900083,3928,0,3,0,tt-data/phish_links
-3.896291529,0,0,28,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,107,365,257,FALSE,257,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.286146588,0,4,35,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,3806,4017,210,FALSE,210,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.218171939,0,2,50,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,3806,4017,210,TRUE,210,1417,3,1,2,0,421,0,0,0.297106563,0,0,0,0,tt-data/phish_links
-4.207435517,0,5,35,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,3806,4017,210,TRUE,210,1417,3,1,2,0,421,0,0,0.297106563,0,0,0,0,tt-data/phish_links
-4.219791286,0,0,52,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,2824,0,0,TRUE,0,876,0,0,0,864,260,3.323076923,0.98630137,0.296803653,382,1,0,0,tt-data/phish_links
-5.166253815,0,13,94,0,1,FALSE,0,2,FALSE,0,0,4,FALSE,TRUE,9316,11322,2005,TRUE,2005,100936,1,1,3,71211,32914,2.163547427,0.70550646,0.326087818,2332,0,0,0,tt-data/phish_links
-3.75326969,0,0,25,0,0,FALSE,0,2,FALSE,0,0,1,TRUE,FALSE,76,365,288,TRUE,288,108,0,0,0,1,19,0.052631579,0.009259259,0.175925926,41,2,0,0,tt-data/phish_links
-4.350068911,0,2,42,0,0,FALSE,0,3,FALSE,0,0,1,FALSE,TRUE,3599,3651,52,TRUE,52,926,1,0,1,82,280,0.292857143,0.088552916,0.30237581,0,0,0,0,tt-data/phish_links
-4.126167669,0,0,55,0,0,FALSE,0,2,FALSE,0,0,5,FALSE,TRUE,958,1095,136,TRUE,136,164,1,0,0,0,28,0,0,0.170731707,0,0,0,0,tt-data/phish_links
-3.979097891,0,4,26,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,8769,9414,644,TRUE,644,0,0,0,0,0,0,0,0,0,1,0,-3,0,tt-data/phish_links
-3.928802609,0,0,37,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,8265,8400,134,TRUE,134,10644,6,2,13,2253,3328,0.676983173,0.211668546,0.312664412,2027,1,0,0,tt-data/phish_links
-4.164375171,0,0,63,0,0,FALSE,0,4,FALSE,0,0,2,TRUE,FALSE,384,731,346,TRUE,346,0,0,0,0,0,0,0,0,0,0,1,-1,1,tt-data/phish_links
-4.043801695,0,0,33,0,0,FALSE,0,2,FALSE,0,0,1,TRUE,FALSE,563,1096,532,TRUE,532,329,0,0,0,330,7,47.14285714,1.003039514,0.021276596,15,1,-1,0,tt-data/phish_links
-4.0256062,0,0,61,0,0,FALSE,0,6,FALSE,0,0,1,TRUE,FALSE,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,tt-data/phish_links
-5.028629862,0,12,67,0,0,FALSE,0,1,FALSE,0,0,2,FALSE,TRUE,0,0,0,TRUE,0,27,1,0,0,0,4,0,0,0.148148148,0,0,0,0,tt-data/phish_links
-4.29088138,0,0,50,0,0,FALSE,0,3,FALSE,0,0,1,FALSE,TRUE,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.287528218,0,1,69,0,0,FALSE,0,2,FALSE,0,0,2,FALSE,TRUE,2662,2922,259,TRUE,259,0,0,0,0,348,0,0,0,0,35,0,-3,0,tt-data/phish_links
-4.142295219,0,0,29,0,0,FALSE,0,2,FALSE,0,0,0,TRUE,FALSE,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-5.090207429,0,10,67,0,0,FALSE,0,1,FALSE,0,0,2,FALSE,TRUE,0,0,0,TRUE,0,3375,0,1,0,2619,1242,2.108695652,0.776,0.368,2148,2,0,1,tt-data/phish_links
-4.40842187,0,9,66,0,0,FALSE,0,3,FALSE,0,0,2,FALSE,TRUE,2964,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-5.003259028,0,2,74,0,0,FALSE,0,3,FALSE,0,0,1,FALSE,TRUE,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.359126526,0,6,38,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,3806,4017,210,TRUE,210,738,2,1,10,224,163,1.374233129,0.303523035,0.220867209,769,0,0,0,tt-data/phish_links
-3.998652547,0,0,34,0,0,FALSE,0,1,FALSE,0,0,1,FALSE,TRUE,10,366,355,FALSE,355,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.899910035,0,17,63,1,0,FALSE,0,2,FALSE,0,0,2,TRUE,FALSE,313,365,51,TRUE,51,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.321849021,0,1,54,0,0,FALSE,0,3,FALSE,0,0,2,FALSE,TRUE,2255,2191,-65,FALSE,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-5.254920066,0,7,111,1,0,FALSE,0,2,FALSE,0,0,2,FALSE,TRUE,40,365,324,FALSE,324,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.315311532,0,6,40,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,2935,0,0,TRUE,0,25889,0,0,0,24556,6925,3.54599278,0.948510951,0.267488122,2477,7,0,0,tt-data/phish_links
-5.631119584,0,14,125,0,0,FALSE,0,1,FALSE,0,0,1,FALSE,TRUE,66,365,298,FALSE,298,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.185826761,0,0,48,0,0,FALSE,0,3,FALSE,0,0,1,FALSE,TRUE,3599,3651,52,TRUE,52,926,1,0,1,82,280,0.292857143,0.088552916,0.30237581,0,0,0,0,tt-data/phish_links
-3.912113891,0,1,27,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,1479,1827,347,TRUE,347,4301,0,0,0,3279,1028,3.189688716,0.762380842,0.239014183,648,1,0,0,tt-data/phish_links
-4.815092202,0,31,126,0,0,FALSE,0,3,FALSE,0,0,4,FALSE,TRUE,1107,1461,353,TRUE,353,2571,1,2,1,1956,538,3.635687732,0.760793466,0.209257098,0,1,0,0,tt-data/phish_links
-3.653756708,0,0,21,0,0,FALSE,0,1,FALSE,0,0,1,TRUE,FALSE,51,365,313,FALSE,313,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-3.950063756,0,1,26,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,2824,0,0,TRUE,0,1417,3,1,2,0,421,0,0,0.297106563,0,0,0,0,tt-data/phish_links
-4.120635071,0,3,36,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,3806,4017,210,TRUE,210,1417,3,1,2,0,421,0,0,0.297106563,0,0,0,0,tt-data/phish_links
-4.466405641,0,11,46,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,2824,0,0,TRUE,0,1417,3,1,2,0,421,0,0,0.297106563,0,0,0,0,tt-data/phish_links
-4.293931663,0,6,37,0,0,FALSE,0,2,FALSE,0,0,1,TRUE,FALSE,2935,0,0,TRUE,0,741,2,0,1,0,212,0,0,0.286099865,0,0,0,0,tt-data/phish_links
-4.260332601,0,0,31,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-3.326360408,0,0,19,0,0,FALSE,0,1,FALSE,0,0,1,FALSE,TRUE,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.141621609,0,0,37,0,1,FALSE,0,2,FALSE,0,0,2,FALSE,TRUE,121,365,243,FALSE,243,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-3.993730584,0,1,31,0,0,FALSE,0,2,FALSE,0,0,1,TRUE,FALSE,7705,8035,329,FALSE,329,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.871691082,0,15,65,1,0,FALSE,0,2,FALSE,0,0,2,TRUE,FALSE,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-5.495436209,0,52,233,2,0,TRUE,1,5,FALSE,0,0,2,FALSE,TRUE,1978,4748,2769,TRUE,2769,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.116035781,0,0,63,0,0,FALSE,0,6,FALSE,0,0,2,TRUE,FALSE,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,tt-data/phish_links
-3.740601563,0,0,24,0,0,FALSE,0,1,FALSE,0,0,1,FALSE,TRUE,1208,1461,252,FALSE,252,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.233946665,0,1,34,0,0,FALSE,0,3,FALSE,0,0,0,FALSE,TRUE,5525,0,0,TRUE,0,7038,5,10,52,4317,1755,2.45982906,0.613384484,0.249360614,12724,6,0,1,tt-data/phish_links
-4.265319531,0,2,32,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,8098,8400,301,FALSE,301,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.366091329,0,6,38,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,3742,4017,274,TRUE,274,741,2,0,1,0,212,0,0,0.286099865,0,0,0,0,tt-data/phish_links
-4.220128777,0,0,44,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,2824,0,0,TRUE,0,1417,3,1,2,0,421,0,0,0.297106563,0,0,0,0,tt-data/phish_links
-4.436260028,0,8,44,0,0,FALSE,0,4,FALSE,0,0,2,FALSE,TRUE,1402,1461,58,FALSE,58,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.133168926,0,1,29,0,0,FALSE,0,1,FALSE,0,0,1,TRUE,FALSE,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-3.522571589,0,0,21,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,7407,8401,993,TRUE,993,372757,32,30,11,211638,93078,2.273770386,0.567763986,0.249701548,11581,10,0,0,tt-data/phish_links
-3.720175521,0,0,24,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,2824,0,0,TRUE,0,7,0,0,0,5,1,5,0.714285714,0.142857143,99,6,0,0,tt-data/phish_links
-3.719294526,0,0,26,0,0,FALSE,0,1,FALSE,0,0,1,FALSE,TRUE,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.012188404,0,1,28,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,2824,0,0,TRUE,0,1417,3,1,2,0,421,0,0,0.297106563,0,0,0,0,tt-data/phish_links
-4.289832974,0,6,34,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,3742,4017,274,TRUE,274,24474,0,0,0,23166,6521,3.552522619,0.946555528,0.266446024,2408,7,0,0,tt-data/phish_links
-5.229908767,0,11,99,0,0,FALSE,0,2,FALSE,0,0,5,FALSE,TRUE,9316,11322,2005,TRUE,2005,1612,0,0,3,0,349,0,0,0.216501241,0,0,0,0,tt-data/phish_links
-4.292770194,0,6,34,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,3742,4017,274,TRUE,274,24094,0,0,0,22786,6405,3.557533177,0.945712626,0.265833818,2401,7,0,0,tt-data/phish_links
-4.013070929,0,4,34,0,0,FALSE,0,1,FALSE,0,0,1,FALSE,TRUE,470,730,259,TRUE,259,25,0,0,0,0,14,0,0,0.56,256,0,-1,0,tt-data/phish_links
-4.090199877,0,0,48,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,24,364,340,FALSE,340,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-3.796217603,0,1,26,0,0,FALSE,0,3,FALSE,0,0,0,FALSE,TRUE,3599,3651,52,TRUE,52,926,1,0,1,82,280,0.292857143,0.088552916,0.30237581,0,0,0,0,tt-data/phish_links
-5.540952732,0,45,235,2,0,TRUE,1,5,FALSE,0,0,1,FALSE,TRUE,1978,4748,2769,FALSE,2769,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.096242901,0,0,58,0,0,FALSE,0,6,FALSE,0,0,2,TRUE,FALSE,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-4.106377317,0,4,27,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,1479,1827,347,TRUE,347,4301,0,0,0,3279,1028,3.189688716,0.762380842,0.239014183,648,1,0,0,tt-data/phish_links
-4.155045547,0,4,28,0,0,FALSE,0,1,FALSE,0,0,1,FALSE,TRUE,7721,9862,2140,TRUE,2140,2839,2,1,1,1765,753,2.343957503,0.621697781,0.265234237,1433,1,0,1,tt-data/phish_links
-3.97366069,0,2,25,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,3599,3651,52,TRUE,52,926,1,0,1,82,280,0.292857143,0.088552916,0.30237581,0,0,0,0,tt-data/phish_links
-4.289832974,0,6,34,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,3742,4017,274,TRUE,274,741,2,0,1,0,212,0,0,0.286099865,0,0,0,0,tt-data/phish_links
-4.093149802,0,10,35,0,0,FALSE,0,4,FALSE,0,0,1,TRUE,FALSE,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-3.642149882,0,0,19,0,0,FALSE,0,1,FALSE,0,0,1,TRUE,FALSE,4326,5844,1517,TRUE,1517,33,1,0,0,0,6,0,0,0.181818182,0,0,0,0,tt-data/phish_links
-3.736006946,0,0,27,0,0,FALSE,0,1,FALSE,0,0,1,FALSE,TRUE,2824,3068,243,TRUE,243,316,0,0,1,0,62,0,0,0.196202532,70,0,0,0,tt-data/phish_links
-5.138667675,0,41,220,1,0,TRUE,12,6,FALSE,0,0,2,TRUE,FALSE,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,tt-data/phish_links
-4.008132026,0,0,26,0,0,FALSE,0,1,FALSE,0,0,0,TRUE,FALSE,668,730,61,TRUE,61,4664,18,28,136,1,670,0.001492537,0.000214408,0.143653516,16652,2,0,0,tt-data/phish_links
-3.937751955,0,0,31,0,0,FALSE,0,1,FALSE,0,0,1,FALSE,TRUE,5931,6575,643,FALSE,643,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
-3.913799565,0,0,28,0,0,FALSE,0,2,FALSE,0,0,1,TRUE,FALSE,3422,0,0,TRUE,0,6,0,0,1,0,1,0,0,0.166666667,11,1,0,1,tt-data/phish_links
-3.93441865,0,0,33,0,0,FALSE,0,2,FALSE,0,0,1,FALSE,TRUE,8098,8400,301,FALSE,301,0,0,0,0,0,0,0,0,0,0,0,0,0,tt-data/phish_links
